gene,UMAP1,UMAP2,cluster
TEPSIN,7.1082044,8.4237995,1775
TERB2,2.199778,6.242379,491
TERF2IP,14.942217,5.816324,736
TERT,14.991082,4.162503,18
TES,-3.0544572,11.122189,1371
TESC,10.607019,3.7298064,238
TESK1,-0.36460108,6.99806,589
TESK2,8.985696,11.223858,974
TESMIN,6.216973,8.286463,2131
TESPA1,6.8482323,7.6769156,581
TET1,5.224923,3.8178751,1056
TET2,10.134796,-0.3010374,617
TET3,9.106121,9.287722,982
TEX10,8.783668,6.198459,1963
TEX101,5.951085,7.617234,25
TEX14,12.13825,6.069496,230
TEX15,3.349239,5.4891315,549
TEX19,9.607811,13.943777,1363
TEX2,3.665521,-3.8246853,823
TEX29,2.8416255,4.366972,564
TEX30,7.513801,3.2351222,865
TEX9,3.1202374,8.16339,144
TF,8.500551,-1.1506106,1540
TFAM,12.898339,9.05493,1358
TFAP2A,0.2545356,2.2406297,2437
TFAP2B,7.5292444,-0.005408765,730
TFAP2C,0.25476792,2.2405756,2437
TFAP2E,4.246931,8.412529,576
TFAP4,11.604126,10.576506,2334
TFB1M,4.5786653,-2.1095974,2361
TFB2M,6.2210484,1.807713,2203
TFCP2,11.71306,2.7256858,1147
TFCP2L1,1.5854157,12.78763,2155
TFDP1,8.016176,8.862134,613
TFDP2,4.261418,1.551053,1580
TFE3,-2.8686197,-1.7697319,1513
TFEB,10.286298,9.876362,586
TFEC,3.441157,1.7015553,32
TFF1,5.5054474,5.669375,1739
TFF2,0.4699957,11.514826,587
TFF3,4.597587,10.877167,857
TFG,-2.2458806,-4.088973,70
TFPI,-5.4546924,-2.4286416,1789
TFPI2,-6.997323,-2.2637446,434
TFPT,9.727543,-5.5187216,2233
TFR2,12.433538,11.143365,450
TFRC,-0.73930454,4.353373,383
TGDS,12.9625225,9.038707,1358
TGFA,1.6895287,9.907901,916
TGFB1,7.0242686,-3.6617634,142
TGFB1I1,-7.0211725,-0.13302231,1396
TGFB2,-3.88368,-4.7851744,194
TGFB3,7.3727818,-7.3897705,684
TGFBI,-0.117194355,-2.0680206,827
TGFBR1,6.740607,-2.0513885,624
TGFBR2,-4.1747527,2.4430654,623
TGFBR3,-4.8748264,3.9343352,1918
TGFBR3L,13.269562,-2.6064234,502
TGFBRAP1,4.295659,12.316109,2153
TGIF1,-0.7992249,3.4273674,1204
TGIF2,1.2073625,10.337275,1538
TGM1,0.322445,10.313473,1275
TGM2,-7.11217,0.5259494,160
TGM5,0.79017526,3.961422,1848
TGOLN2,-2.6572511,-0.4886593,11
TGS1,11.47843,4.8283772,2339
TH,0.3404803,14.745168,991
THAP1,5.737702,0.06893464,679
THAP10,-2.7060475,-3.293528,1586
THAP11,11.194369,-2.4885702,1886
THAP12,7.7638416,-3.1976893,1258
THAP3,12.43079,1.6085509,2145
THAP5,13.142225,-0.6166057,650
THAP7,11.433652,1.510207,1746
THAP8,1.3211794,-4.028946,1777
THBD,-5.5186276,3.9808729,268
THBS1,-0.12850074,-2.0687234,827
THBS2,9.98568,-3.6711977,1397
THBS3,6.726314,-6.0230103,1337
THBS4,7.36292,-7.405612,684
THEM4,-0.55153334,-2.7074711,1851
THEM5,-2.133881,4.9450955,1539
THEM6,3.0091941,14.075605,1246
THEMIS,-1.5215348,12.467326,1140
THEMIS2,8.044792,-0.832586,1711
THG1L,13.447296,12.344193,917
THNSL1,7.2802367,5.040741,1230
THNSL2,1.0922413,4.075468,271
THOC1,9.48511,-0.7033721,1450
THOC3,0.55559933,7.5483656,2199
THOC5,3.6895406,4.6763086,282
THOC6,8.006424,6.634807,116
THOP1,14.987914,4.159595,18
THRA,3.4003994,-1.1690937,1234
THRAP3,10.735205,3.6851788,1761
THRB,-6.2503734,7.5624223,963
THRSP,-0.18408398,5.768253,187
THSD1,-2.357074,2.3360972,1609
THSD4,0.06145367,3.1458464,2136
THSD7A,6.8084903,-6.851464,1110
THTPA,9.682365,5.45518,284
THUMPD1,10.627554,-0.30345947,983
THUMPD2,16.756168,2.0409234,535
THY1,2.632689,-1.1955277,305
THYN1,15.397744,3.4418101,20
TIA1,13.365167,0.6399082,1988
TIAL1,12.478175,13.054701,475
TIAM1,-0.89402235,8.953255,608
TIAM2,6.7365184,-2.0582583,624
TICAM1,3.1612926,2.8585212,2180
TICAM2,-1.1486611,-0.42838377,1867
TICRR,5.5185404,8.463796,896
TIE1,7.3514075,1.9561027,1487
TIFA,13.577565,9.705801,2106
TIGAR,-1.8354539,7.697216,602
TIGD2,5.002648,3.1406543,753
TIGD3,7.3066363,4.425944,338
TIGD5,4.4179077,1.9223254,2438
TIGD7,9.271998,-0.08082141,1678
TIMELESS,9.552817,9.086273,424
TIMM10,14.374516,0.80264914,735
TIMM10B,11.133921,-1.3983431,537
TIMM13,11.770857,12.626097,2383
TIMM17A,11.143739,0.88111013,1248
TIMM21,13.069018,-3.5605774,1099
TIMM22,0.82678944,0.6589486,1846
TIMM29,10.966514,0.3288692,345
TIMM44,8.225996,5.2454343,844
TIMM8A,13.216511,4.6235957,1970
TIMM9,8.735376,8.074725,958
TIMMDC1,-1.252382,1.5739205,874
TIMP1,3.9128618,-5.8605123,2407
TIMP2,-2.6722305,-5.4499774,170
TIMP3,-1.3358924,-4.7611055,760
TIMP4,-5.3492374,8.860532,56
TINAG,1.9611053,5.3863997,550
TINAGL1,-5.641619,10.520354,250
TIPARP,-1.5092837,-1.2432979,832
TIPIN,9.961198,4.0022016,868
TIPRL,11.747374,-4.2574444,953
TIRAP,5.746258,9.202928,1376
TJAP1,9.874842,8.41223,763
TJP1,-2.444335,7.504384,888
TJP2,-4.287417,13.064012,2097
TJP3,0.12675607,15.699952,1289
TK1,0.71851426,3.7952998,95
TK2,2.9133973,-4.6748652,826
TKFC,9.585051,3.4847622,1369
TKT,6.0062776,6.8499207,44
TKTL1,-0.54235107,-2.687673,1851
TLCD1,-1.5797181,10.691705,804
TLCD2,-2.4356313,7.5042796,888
TLCD3A,-3.3933303,-3.6428747,910
TLCD3B,8.032063,-6.382448,692
TLCD4,-3.7891502,2.6811137,1162
TLCD5,-0.6016296,-6.031156,1619
TLDC2,6.191913,13.531639,83
TLE1,-5.4402328,1.666612,1340
TLE2,12.088139,0.6413515,2040
TLE3,1.224853,7.986701,900
TLE4,-0.8771465,3.7608893,594
TLE5,9.680096,1.4896523,2221
TLE6,0.71334755,9.150212,2412
TLK1,10.942171,-3.999634,2341
TLK2,14.26524,0.8390291,1026
TLL1,2.319574,0.47273543,482
TLL2,6.6733637,-3.2840588,2002
TLN1,-0.89904225,1.2672781,2393
TLN2,0.13778478,1.4386461,560
TLNRD1,8.342794,7.239249,985
TLR1,5.0275054,1.3752723,396
TLR10,4.786517,-0.60972357,1167
TLR2,-3.0237243,7.5539284,461
TLR3,-8.350924,2.2440393,1552
TLR4,-0.66959643,2.6287596,770
TLR6,0.090032734,4.3094583,646
TLR7,12.840225,6.3713765,856
TLR9,6.706973,7.8264894,967
TLX1,5.8891706,4.161708,171
TLX2,5.094309,9.575695,222
TLX3,4.2541714,-0.24996959,1929
TM2D1,-1.2460965,1.5560265,874
TM2D2,1.51274,-5.800488,479
TM2D3,6.16203,-1.1174841,471
TM4SF1,-7.1127605,0.5250859,160
TM4SF18,-4.0721536,6.4626756,1419
TM4SF19,-3.7459276,-0.07335552,314
TM4SF4,1.9507016,5.3956866,550
TM4SF5,0.46963325,11.513568,587
TM6SF1,10.189844,0.0016084411,629
TM6SF2,5.657952,-8.100006,1005
TM7SF2,10.612384,6.6984916,2182
TM7SF3,10.726549,2.4655764,700
TM9SF1,-2.2617826,-4.093422,70
TM9SF2,-2.607952,5.062187,1610
TM9SF3,-3.9582016,1.0799809,411
TM9SF4,-0.39558342,6.2914314,1430
TMA16,8.668184,3.1557264,2044
TMBIM1,-1.4386804,8.966952,2395
TMBIM4,-5.8942046,0.88217217,631
TMC4,0.7133885,14.6292515,57
TMC5,2.2969227,14.385891,325
TMC6,6.3090677,4.6820498,2439
TMC7,-2.6593285,13.5245695,1476
TMC8,6.312837,4.688047,2439
TMCC2,5.2376285,0.86775017,159
TMCC3,-0.2844812,9.023041,245
TMCO3,1.4583377,0.03794366,2057
TMCO4,1.0008516,9.345138,1406
TMCO5A,-5.5205336,3.9662695,268
TMCO6,11.950614,8.982119,2096
TMED1,2.5254421,-5.3044767,1045
TMED10,-1.6605885,3.8737993,141
TMED2,4.2021527,5.4086018,1534
TMED3,-0.85074896,-6.987912,1842
TMED5,1.0593896,-0.5052624,183
TMED7,-2.414295,3.0211377,993
TMED8,9.794752,-7.993943,809
TMED9,-0.5378626,-1.0621647,796
TMEFF1,-3.5013704,-1.6726058,1086
TMEFF2,2.6260946,-1.1870668,305
TMEM100,9.640177,-2.9181917,469
TMEM101,5.4898024,-2.8515098,1036
TMEM102,3.0725026,14.162188,1246
TMEM104,1.8511962,-8.164501,337
TMEM106A,5.900886,-5.5786786,1752
TMEM106B,-5.8462195,3.5245476,87
TMEM106C,1.4695975,0.47480887,2228
TMEM107,4.9339657,-0.38914767,340
TMEM108,1.9364402,-4.646902,1644
TMEM109,2.5271657,-5.3031616,1045
TMEM11,3.7754922,-3.762007,2304
TMEM115,-6.8315086,-4.6945634,476
TMEM116,9.887768,8.864432,1957
TMEM117,5.116158,6.539496,1817
TMEM119,9.650455,-2.91056,469
TMEM121,9.571597,0.17692521,2348
TMEM121B,5.2660127,0.47121814,1986
TMEM123,-1.2117052,7.306656,1767
TMEM125,0.90802795,14.474945,2382
TMEM126A,-0.52729553,-1.8838286,1980
TMEM126B,7.764005,-3.197409,1258
TMEM127,-1.4723177,-7.546375,748
TMEM128,-0.25765595,6.409093,2284
TMEM129,6.8201447,2.1146436,446
TMEM130,0.7922066,-1.045206,1015
TMEM131,5.5545616,-2.7769446,1036
TMEM131L,9.2694,8.531197,444
TMEM132A,-1.1105303,2.9798262,850
TMEM132B,2.7230263,1.4798697,877
TMEM134,-2.615225,9.985412,1511
TMEM135,12.553214,4.880913,1296
TMEM139,-3.358819,9.810896,574
TMEM140,6.171043,-5.333065,1191
TMEM141,1.0138584,9.695864,359
TMEM143,12.528353,5.3404584,292
TMEM144,-1.5692914,10.673753,804
TMEM145,8.411004,9.381199,1104
TMEM147,10.538924,-4.730801,909
TMEM14A,-2.7124455,-3.297476,1586
TMEM14B,-1.2614613,1.5761006,874
TMEM14C,-6.831535,-4.6951976,476
TMEM150A,-1.485259,-2.1552382,480
TMEM150C,-0.6700316,3.361155,468
TMEM151A,6.4503584,7.2002783,2364
TMEM151B,10.570218,3.1703603,691
TMEM154,-3.2521043,8.073574,1463
TMEM156,3.835158,9.201724,1144
TMEM158,-6.521715,-1.1494547,934
TMEM160,9.675427,6.8743334,488
TMEM161A,14.476596,5.5022964,956
TMEM161B,8.7017765,-3.5887828,894
TMEM163,3.8545997,7.4369817,1001
TMEM164,9.737603,2.939992,1444
TMEM165,-2.0463927,-2.5743942,71
TMEM167A,1.9420996,3.5934238,523
TMEM168,9.59032,-4.533913,311
TMEM169,5.6676607,2.4167624,1115
TMEM17,-0.7460704,1.7896254,1341
TMEM170A,6.813029,4.823317,255
TMEM170B,7.5740604,1.0019183,2021
TMEM171,-4.716927,-3.879629,277
TMEM174,1.9116732,6.5689325,125
TMEM175,3.4584875,3.1416469,1111
TMEM176A,4.124584,3.8477836,1305
TMEM176B,4.1192307,3.847289,1305
TMEM177,4.826569,7.463798,598
TMEM178A,6.540693,-7.4564447,2440
TMEM178B,0.028480425,0.5596255,902
TMEM179,3.4585114,4.175813,39
TMEM181,-0.26206863,0.8487256,1769
TMEM182,5.1426454,8.280232,548
TMEM183A,15.42132,1.0847905,830
TMEM184A,-3.5483246,12.768676,569
TMEM184B,-2.3634548,2.3432934,1609
TMEM184C,-1.7649043,4.150527,1797
TMEM185A,7.5621552,-2.5104442,1364
TMEM185B,4.1840777,5.4083076,1534
TMEM187,4.2628922,-2.1520178,2277
TMEM19,-2.0442119,0.7981515,1757
TMEM190,6.7416096,10.307898,1345
TMEM192,8.220239,-2.2964354,1154
TMEM198,11.250632,0.0852998,771
TMEM199,13.228181,6.1664386,1932
TMEM200A,0.11143639,-3.9922743,184
TMEM200B,-3.8886964,-4.790006,194
TMEM200C,11.627464,-2.8448,1031
TMEM201,9.68508,5.4551497,284
TMEM204,6.7324624,8.482516,54
TMEM205,-1.3650876,-1.7085898,1064
TMEM208,4.2246776,5.398624,1534
TMEM209,14.672451,7.5430155,1088
TMEM216,3.1096375,12.824894,131
TMEM218,9.861674,3.038203,2441
TMEM220,7.2564626,5.7783647,930
TMEM229B,6.1764326,-5.3099957,1191
TMEM230,1.4918121,-7.2714086,358
TMEM231,0.04823933,-3.830957,1281
TMEM233,4.370349,-3.2537823,997
TMEM234,-0.5547261,-1.0704858,796
TMEM235,13.310871,3.6399643,210
TMEM237,-3.9395955,4.083289,2081
TMEM238,-0.701104,14.339456,652
TMEM240,-0.39865494,-0.7435533,788
TMEM241,7.715815,2.5348647,792
TMEM242,8.478204,4.26449,643
TMEM243,3.624123,3.3567183,73
TMEM245,-3.999331,-2.2661855,1478
TMEM247,2.0160677,6.46127,2442
TMEM249,12.945719,1.2142767,65
TMEM25,7.2066717,2.808976,621
TMEM254,8.83176,11.102956,1890
TMEM255A,12.678532,0.86489654,2381
TMEM255B,-3.192523,-1.1610509,1593
TMEM256,0.8354154,0.64750284,1846
TMEM258,7.1791997,6.537649,14
TMEM259,3.9818704,13.4651165,1283
TMEM263,7.0409727,0.38622954,1350
TMEM267,-2.8910105,6.2427673,2014
TMEM268,6.177387,8.857592,2410
TMEM270,-2.614979,9.985391,1511
TMEM273,12.8415785,6.371739,856
TMEM30A,0.9174798,-3.1671777,2312
TMEM30B,-3.3966832,13.372937,811
TMEM33,2.2121837,8.416838,1131
TMEM35A,3.6308722,-0.87542707,639
TMEM35B,-3.9466484,-0.52437776,552
TMEM37,-6.491292,4.364259,30
TMEM38A,10.3302355,4.2417903,682
TMEM38B,6.5651765,6.577637,1502
TMEM39A,-0.3758644,-0.4036321,1468
TMEM39B,9.0726385,1.1016575,1633
TMEM40,-3.8358262,8.789034,941
TMEM41A,2.236423,12.679969,67
TMEM41B,7.191077,8.310832,942
TMEM42,3.7340991,-2.811411,515
TMEM43,-1.8657191,-7.818416,1484
TMEM44,0.28629935,-4.685587,1546
TMEM45A,-7.757617,-1.6720433,1127
TMEM45B,2.1325388,16.027657,307
TMEM47,0.7096386,-5.9746785,12
TMEM50A,2.289417,-5.6887603,2402
TMEM50B,8.587929,-2.9948256,1606
TMEM51,-6.014693,2.3170662,2039
TMEM52,2.7531064,11.40455,1664
TMEM52B,-1.8035598,10.947423,1635
TMEM53,-4.786745,5.0930543,378
TMEM54,-4.1113195,9.707127,1120
TMEM59,-2.2768824,-4.0861683,70
TMEM59L,4.8370643,-9.321332,539
TMEM60,0.5861869,-8.2178955,851
TMEM61,-1.4211577,10.482024,1634
TMEM62,-0.26789206,12.608827,499
TMEM63A,-0.17894451,11.352856,805
TMEM63B,3.3976314,-5.582323,1700
TMEM63C,4.9751587,7.516196,48
TMEM64,1.3736976,6.1366405,1313
TMEM65,3.635182,-8.454129,316
TMEM67,4.1074715,-4.6715803,1360
TMEM68,9.791259,12.877228,688
TMEM69,5.507206,7.4617424,98
TMEM71,3.3906236,0.4590854,1467
TMEM74B,1.8859699,1.6523905,1319
TMEM79,-5.120247,9.530138,750
TMEM82,3.336059,7.5045485,1766
TMEM86A,10.56448,-4.701772,909
TMEM86B,9.258271,7.09007,346
TMEM87A,-2.608397,5.062014,1610
TMEM87B,-0.80465245,3.4157252,1204
TMEM88,5.100436,9.58084,222
TMEM88B,2.308479,10.378577,1599
TMEM8B,1.081936,0.011665702,1542
TMEM9,2.3116317,-2.696431,1280
TMEM91,6.2105675,9.699238,538
TMEM92,-5.0648894,5.634898,45
TMEM94,14.358982,8.769838,301
TMEM97,11.527988,-3.4946527,1163
TMEM98,-0.27344218,0.85791177,1769
TMEM9B,-4.2863054,-4.461472,955
TMF1,-0.6469048,6.995304,847
TMIGD1,-4.05472,8.33826,1448
TMIGD2,6.2237287,5.947451,1648
TMLHE,11.179645,7.133674,364
TMOD1,4.893056,-3.589662,1696
TMOD2,6.7361007,-2.0518048,624
TMOD3,-5.836084,3.4702508,87
TMOD4,9.441523,1.757338,213
TMPO,9.960175,3.9891016,868
TMPRSS11E,-0.4330804,13.412937,867
TMPRSS13,3.497443,15.522042,481
TMPRSS15,2.954855,2.9971018,1212
TMPRSS2,-1.2119225,13.224707,146
TMPRSS3,0.1426443,9.804626,501
TMPRSS4,-0.70137405,14.341842,652
TMT1A,8.320728,7.9854074,2109
TMT1B,1.9529834,5.3935504,550
TMTC1,5.2011037,-5.0909204,21
TMTC2,10.563715,0.2826636,2272
TMTC3,1.0159261,5.2727113,1506
TMTC4,7.600039,11.208917,407
TMX1,10.191005,5.492506,1328
TMX2,2.2050946,8.415693,1131
TMX3,4.895203,-2.4916797,2319
TMX4,8.831396,-6.0361814,1233
TNC,-2.5942872,-3.861881,1387
TNF,10.014401,11.1703005,2139
TNFAIP1,-4.3349614,-3.0852566,914
TNFAIP2,-2.8559053,2.2895367,986
TNFAIP3,-2.01476,8.133363,553
TNFAIP6,4.5830603,-5.6512046,1435
TNFAIP8,4.571516,0.6458288,912
TNFAIP8L1,10.561649,-1.8127396,1252
TNFAIP8L2,9.264429,12.652218,1186
TNFAIP8L3,-3.0242412,1.4006587,566
TNFRSF10A,2.9418612,10.951612,2378
TNFRSF10B,-1.8322551,7.697173,602
TNFRSF10C,1.5305868,10.163471,1883
TNFRSF10D,-5.22869,-0.018387135,1873
TNFRSF11A,4.1867013,5.401902,1534
TNFRSF11B,-7.039889,0.5911981,160
TNFRSF12A,-1.6431545,-3.3019688,2049
TNFRSF13B,11.948764,7.6627164,1614
TNFRSF13C,16.00152,4.7168603,85
TNFRSF14,-1.9695203,8.176219,553
TNFRSF17,2.2048683,4.89888,1176
TNFRSF18,3.1404538,12.852582,131
TNFRSF19,6.7525396,-2.0545197,624
TNFRSF1A,-3.5343044,-6.83022,1190
TNFRSF1B,3.6184783,3.3552754,73
TNFRSF21,-3.8176346,8.839845,941
TNFRSF25,-6.1820593,5.426018,1682
TNFRSF4,4.247979,8.41234,576
TNFRSF6B,-5.2287636,-0.01837812,1873
TNFRSF8,-3.8343103,3.9406106,2031
TNFRSF9,4.639675,-8.405831,1870
TNFSF10,-4.2015038,5.316413,1058
TNFSF12,-5.6293826,-2.8056583,1692
TNFSF13,2.4555855,15.103497,565
TNFSF13B,1.6163745,7.110014,1164
TNFSF15,-4.2874293,13.064033,2097
TNFSF18,-2.985302,1.4128816,566
TNFSF4,10.247542,0.40892106,582
TNFSF8,8.238059,4.606613,1145
TNFSF9,1.2330209,4.4929743,2249
TNIK,-0.9322697,3.9448566,1650
TNIP1,-1.9776224,8.145401,553
TNIP3,4.6422577,-8.4055,1870
TNK1,1.0386649,16.574492,604
TNK2,6.724651,10.409677,2226
TNKS,12.17169,8.33117,751
TNKS1BP1,1.071158,6.1800776,2443
TNN,6.0195436,-0.6762154,875
TNNC1,2.729535,12.101683,473
TNNC2,-0.17574497,5.811565,187
TNNI1,0.65789825,8.06773,789
TNNI2,-4.3023567,11.469292,188
TNNI3,2.2998836,10.384745,1599
TNNT1,-2.2467148,2.712427,1100
TNNT2,1.6961371,11.775974,79
TNNT3,3.026508,10.095049,1612
TNP1,-2.5194259,4.755439,1687
TNPO1,11.562088,-0.97024417,669
TNPO2,13.289427,4.624722,1843
TNRC18,3.8048472,11.668015,899
TNRC6A,1.6921021,2.3674471,675
TNRC6B,8.209362,6.9527516,506
TNRC6C,14.250543,0.8175153,1026
TNS1,0.22930336,-6.8368483,153
TNS2,3.351868,-4.7055063,2419
TNS3,-0.6373061,-4.285029,645
TNS4,-2.5998883,14.392248,1782
TNXB,2.8389091,4.3626704,564
TOB1,1.0136319,9.696988,359
TOE1,10.740974,3.679439,1761
TOLLIP,4.390753,-6.3898935,50
TOM1,2.1770632,-6.4722733,1938
TOM1L1,2.4158509,10.762493,674
TOM1L2,-2.2438393,-4.0773377,70
TOMM20,6.2225833,1.8059809,2203
TOMM20L,5.61875,10.999705,140
TOMM34,-5.4202647,1.6702464,1340
TOMM40,10.21986,13.661046,1153
TOMM40L,7.857486,-4.1809936,876
TOMM5,5.72536,2.507865,1573
TOMM6,5.0050173,5.605844,2307
TOMM7,4.298645,-0.86855423,126
TOMM70,4.4845934,11.92418,1368
TONSL,15.189536,6.0324316,299
TOP1,7.627,5.776979,1052
TOP1MT,9.173098,8.72261,212
TOP2A,7.517073,3.2408857,865
TOP2B,13.947046,4.3001075,96
TOP3A,11.553846,1.4978223,2061
TOP3B,11.347328,4.9986186,668
TOP6BL,3.1788547,12.88587,131
TOPBP1,15.666704,8.327508,1660
TOR1AIP2,4.2221923,3.3155951,1792
TOR1B,-2.360644,2.3379915,1609
TOR2A,11.918232,11.429601,2305
TOR3A,12.6987,9.927679,1987
TOR4A,-4.2167215,9.244578,493
TOX,4.256646,1.6459577,1909
TOX2,5.50606,-4.7684264,1347
TOX3,4.06686,15.10085,1061
TOX4,4.374521,-2.3981204,570
TP53,16.47056,0.36071086,1014
TP53BP1,1.7063204,2.3471723,675
TP53BP2,9.650513,-7.333584,1011
TP53I11,2.8356323,5.287643,1027
TP53I13,-0.17654309,5.8149815,187
TP53I3,-2.2451158,2.7144682,1100
TP53INP1,8.943687,4.7913733,2444
TP53INP2,1.4820448,-7.2594776,358
TP53RK,10.510219,-1.4347569,2232
TP63,3.7727215,9.267907,2445
TP73,1.2556021,11.47914,786
TPBG,1.0699943,6.1801033,2443
TPBGL,-0.6583753,3.3456018,468
TPCN1,-3.7540429,1.1663032,234
TPCN2,6.615654,6.032042,1837
TPD52,5.162511,12.81283,1705
TPD52L1,-3.6742046,10.854722,609
TPGS1,12.928409,1.2161304,65
TPGS2,13.05986,-3.568127,1099
TPH2,3.7258995,6.7198567,737
TPI1,11.5625,-0.9706102,669
TPK1,11.108876,10.356655,62
TPM1,-6.5013366,-3.6512184,2051
TPM2,-5.587287,2.2267597,881
TPM3,6.8888316,-4.632573,1643
TPM4,4.1675496,-1.4835514,2446
TPMT,-3.2418504,2.6403143,742
TPP1,-1.5068257,1.1137674,344
TPP2,8.007019,8.865446,613
TPPP,3.224752,11.34588,1520
TPPP3,1.6365461,0.8407498,2169
TPRG1,3.7730982,9.268329,2445
TPRG1L,-4.9990067,-2.2130282,2447
TPRKB,10.379624,6.94607,1195
TPRN,1.0347732,12.159241,23
TPSAB1,4.2752767,8.401966,576
TPST1,-0.7770192,-5.652554,489
TPST2,4.624446,-4.575951,633
TPT1,15.320409,7.275496,1759
TPTE2,8.940848,8.224341,37
TPX2,5.909773,0.22589265,1194
TRA2A,7.2811217,-2.8569474,1206
TRA2B,6.6823874,3.511218,1251
TRABD,12.395087,6.6995907,2421
TRABD2A,-1.1480464,-3.3117516,1068
TRABD2B,-2.2456956,2.7158751,1100
TRADD,-1.3194855,4.8690424,2260
TRAF1,10.861455,-2.761938,1304
TRAF2,6.8068795,-0.5784458,1333
TRAF3,4.4572134,1.4293928,1530
TRAF3IP1,-3.7112644,1.9256529,237
TRAF3IP2,-1.6589487,5.8494506,1505
TRAF3IP3,11.001843,12.427633,546
TRAF4,-1.5951806,6.734434,1083
TRAF5,3.4724855,4.145927,39
TRAF6,3.7069623,8.773635,1822
TRAF7,10.737208,9.308978,1227
TRAFD1,6.011648,1.7045414,2065
TRAIP,7.776651,8.047847,1254
TRAK1,10.004401,3.6497731,2120
TRAK2,1.5009723,-1.1996962,244
TRAM1,-4.3280063,-2.574959,149
TRAM1L1,6.6985598,-8.613501,638
TRAM2,-2.8466024,-2.4451747,2087
TRANK1,1.9108462,2.0955272,1750
TRAP1,11.604574,10.575172,2334
TRAPPC10,6.785127,5.9787216,521
TRAPPC11,12.0968075,-1.9354705,1231
TRAPPC13,6.437011,5.4300065,670
TRAPPC14,11.762896,3.3759754,1082
TRAPPC2L,6.3003078,4.8156476,1038
TRAPPC5,7.91052,1.6711727,1105
TRAPPC6A,6.354532,11.772718,1798
TRAPPC6B,5.443294,-4.0833116,1532
TRAPPC8,13.142863,-0.61603284,650
TRAPPC9,8.390663,9.886534,1579
TRAT1,8.65983,8.085959,958
TRDMT1,9.735555,2.9137836,1444
TREM1,8.083728,3.6834602,2448
TREML2,11.007292,12.411104,546
TRERF1,10.6087,2.4898913,700
TREX1,5.0267253,1.3843366,396
TRHDE,2.4097908,3.5423238,654
TRIAP1,14.556992,9.987601,275
TRIB1,-4.052233,8.342983,1448
TRIB2,8.853162,-6.0509386,1233
TRIB3,12.568041,2.5907238,254
TRIM11,4.805368,11.517216,1880
TRIM13,15.987801,3.2914798,1292
TRIM14,2.641797,5.5525455,120
TRIM15,2.3621192,11.25758,1827
TRIM16,-6.248783,7.566163,963
TRIM17,5.646788,8.115765,2261
TRIM2,-0.7484408,1.7920315,1341
TRIM21,0.08361379,4.3193846,646
TRIM22,0.082336344,4.318988,646
TRIM23,2.7231762,-1.7889733,353
TRIM24,4.0274053,6.3905106,1077
TRIM25,2.6380758,5.5586257,120
TRIM28,4.140887,10.621582,1040
TRIM29,-2.599638,14.390349,1782
TRIM3,-1.9807541,0.8648666,2449
TRIM31,1.7909468,13.9771595,371
TRIM32,0.9859503,2.8894618,466
TRIM33,14.428491,-1.3344136,1205
TRIM34,0.088340215,4.31286,646
TRIM36,6.1662993,-1.13058,471
TRIM37,3.2021112,1.0138798,1093
TRIM38,5.0300417,1.3809106,396
TRIM4,8.738636,-2.0800498,1017
TRIM41,8.163205,3.662314,1355
TRIM44,6.0298963,0.75443405,686
TRIM45,1.3924083,8.506411,1215
TRIM46,10.497261,12.609595,2333
TRIM47,-5.274289,8.794656,8
TRIM5,0.082841046,4.321665,646
TRIM52,8.164291,3.6560364,1355
TRIM54,6.052639,1.8177384,2065
TRIM55,8.153543,-7.012577,423
TRIM56,0.09050501,4.3090544,646
TRIM58,11.297353,0.069251224,771
TRIM59,5.557347,9.5427685,2187
TRIM6,-2.5100367,-1.4876009,309
TRIM61,5.237851,0.8797238,159
TRIM62,3.9776347,5.5544925,2162
TRIM63,9.3565645,7.4432745,1165
TRIM65,12.79712,2.3244736,1411
TRIM68,14.261599,4.1228156,1755
TRIM69,7.081503,4.0121856,1022
TRIM7,-0.3022308,6.83791,1743
TRIM71,15.732023,7.062875,616
TRIM72,9.280002,6.1985383,591
TRIM8,-5.2295375,-0.018198246,1873
TRIM9,5.2406783,0.8778925,159
TRIML2,-2.191842,9.9572525,2399
TRIO,4.285258,0.2644961,1639
TRIOBP,-3.5517776,-5.683839,1662
TRIP10,-6.260659,0.46869236,1731
TRIP11,-4.3577766,-5.160616,701
TRIP12,6.8885894,-4.6324935,1643
TRIP13,8.460955,0.005444782,1148
TRIP4,4.7985096,5.505167,10
TRIP6,0.37078553,0.15183924,128
TRIQK,-2.8893015,-5.161439,1039
TRIR,10.093976,6.568136,1282
TRIT1,3.8727217,9.798267,296
TRMT1,7.218581,5.7813783,930
TRMT10A,4.135242,1.8515362,1091
TRMT10C,6.221958,1.807764,2203
TRMT11,11.18743,0.8780029,1248
TRMT12,6.783074,1.202825,775
TRMT13,15.637216,3.9551156,908
TRMT1L,10.5559845,-3.6248634,328
TRMT2A,8.378573,7.2146173,985
TRMT5,9.446174,0.13655253,1850
TRMT6,8.001704,6.6270823,116
TRMT61A,8.502778,5.763802,2291
TRMT61B,12.174824,4.3182015,1413
TRMT9B,-2.0020292,-0.054908205,525
TRMU,8.205841,6.956042,506
TRNAU1AP,6.715308,5.7540464,1567
TRNP1,-1.6660062,-5.5576878,855
TRO,9.557412,-5.0281672,756
TROAP,9.460204,-1.9542152,300
