gene,UMAP1,UMAP2,cluster
OPA3,-3.345474,8.207538,1949
OPHN1,-1.1180968,-6.8243628,1521
OPN3,1.0127791,9.348723,1406
OPRD1,8.068138,-8.031836,685
OPRL1,10.07514,-5.214102,2083
OPTN,-2.545692,-3.3178165,1824
ORAI2,6.080832,1.2054257,498
ORAI3,-0.64805144,6.995515,847
ORC1,9.968233,4.0082564,868
ORC2,11.186833,0.8758702,1248
ORC3,13.371781,-2.8451707,349
ORC4,1.9078702,-5.5320673,1559
ORC5,7.1175303,0.844758,889
ORC6,5.5219293,8.472973,896
ORM1,3.4037719,7.510263,1012
ORMDL2,-6.4183426,6.150656,1647
ORMDL3,3.0123615,6.840911,1882
OS9,-1.8065358,-5.0597715,731
OSBP,2.8627431,3.024663,1857
OSBP2,-1.6613889,10.089858,372
OSBPL10,-5.849526,3.5148091,87
OSBPL1A,6.6258516,12.152467,2035
OSBPL2,-1.1844501,13.249459,146
OSBPL3,-1.7227219,4.455275,1939
OSBPL5,-1.7902493,-3.798638,603
OSBPL6,2.4787128,-1.1618955,526
OSBPL7,6.711922,10.410871,2226
OSBPL8,9.731759,2.9269955,1444
OSBPL9,5.7967944,0.6622157,1317
OSCAR,5.564221,9.5422535,2187
OSCP1,-1.4008689,-5.615662,873
OSER1,2.964452,0.22639687,578
OSGEP,10.439682,8.49196,1335
OSGEPL1,8.475034,1.4338363,822
OSGIN1,-3.5312622,-0.7493032,2270
OSGIN2,-3.944819,1.0822208,411
OSM,10.553306,8.055775,139
OSMR,-5.979892,1.5960228,1084
OSR1,1.4575552,0.033057693,2057
OSR2,3.6928332,9.774002,2286
OSTC,8.221398,-2.295235,1154
OSTF1,-3.255733,8.077678,1463
OSTM1,1.4369973,-5.1042504,931
OTOP1,7.2025704,7.1512494,925
OTOP2,0.32325727,10.313841,1275
OTP,12.756682,-1.6939377,1820
OTUB1,0.099044956,3.0896761,406
OTUB2,-4.9782777,2.3872082,179
OTUD1,-3.7459369,6.447317,2020
OTUD3,7.7640114,8.053814,1254
OTUD4,8.742667,3.9541628,2037
OTUD5,-0.24124785,-2.8675463,1119
OTUD6B,8.388569,5.1955566,1470
OTUD7B,-1.4761758,-2.1321332,480
OTULIN,8.130477,-0.044171233,1608
OTULINL,6.747065,10.393106,2226
OTX1,-1.5890039,6.743198,1083
OTX2,8.421253,9.37378,1104
OVCA2,2.2740366,-2.462386,1403
OVGP1,3.5370405,3.4669037,2287
OVOL1,-1.399235,14.139352,373
OVOL2,1.129747,14.230673,595
OXA1L,6.325891,4.2875023,2288
OXCT1,8.108949,-3.410124,704
OXCT2,11.359273,0.034874294,771
OXER1,9.080764,9.800009,1455
OXLD1,3.6123416,-2.1762695,2279
OXR1,-2.3666108,1.1135725,2067
OXSM,12.56578,4.8730965,1296
OXSR1,4.247633,3.1344943,1652
OXTR,1.7340724,-2.1327877,2289
P2RX1,11.1950245,8.26993,1178
P2RX2,12.433548,11.143376,450
P2RX3,5.1143265,9.6282,222
P2RX4,1.6252141,-5.7322702,2290
P2RX5,10.379776,8.107541,139
P2RX6,1.4327475,-5.1032777,931
P2RX7,11.79912,-0.3208809,1800
P2RY1,5.8939877,7.577188,25
P2RY10,9.280545,6.203085,591
P2RY11,10.010957,-3.312699,1342
P2RY12,11.792825,-2.1293724,2028
P2RY2,-2.5963387,14.389531,1782
P2RY6,-6.852475,6.5244193,354
P3H1,7.653113,-5.302668,660
P3H2,-3.5281417,-6.8478613,1190
P3H4,0.09010469,-2.202242,1965
P4HA1,-5.924929,0.9052445,631
P4HA2,-3.5323663,-6.83278,1190
P4HA3,-6.9964266,-2.2634254,434
P4HB,-2.0493255,-2.580198,71
P4HTM,4.8183403,5.506532,10
PA2G4,9.5844,9.0586815,424
PABIR1,13.382835,2.1033804,425
PABIR2,3.7143452,1.0796192,380
PABIR3,16.051952,5.538916,329
PABPC1,5.7495246,9.196537,1376
PABPC1L,12.826676,4.398338,2101
PABPC5,6.1500244,-1.1012396,471
PACC1,7.894676,2.5042422,257
PACS1,-0.5616399,2.49459,801
PACS2,8.503068,5.7623034,2291
PACSIN1,4.6445637,6.4610257,1680
PACSIN2,-0.93147796,3.951465,1650
PACSIN3,-4.10996,9.700434,1120
PADI1,-5.0651116,5.6340585,45
PADI2,4.2806015,13.496842,262
PADI3,-6.246558,7.569942,963
PAEP,-4.171303,3.6887612,813
PAF1,1.1193233,5.654234,1515
PAFAH1B3,6.0220094,-0.31369293,1272
PAG1,6.171309,-5.3023667,1191
PAGE1,5.617636,-1.8397677,1425
PAGE5,4.499896,14.181311,462
PAGR1,12.4771185,11.140177,450
PAH,3.7696702,14.086015,7
PAICS,13.097365,8.887986,1437
PAIP1,-2.6941593,-3.2869961,1586
PAIP2,14.937232,5.8282213,736
PAIP2B,4.666904,6.473548,1680
PAK1,7.151771,6.474936,14
PAK1IP1,10.387292,-5.4187484,1276
PAK2,-3.2329903,7.9577274,102
PAK3,-0.5978471,-6.0379786,1619
PAK4,-3.7756772,5.1547484,1686
PAK6,-0.7059791,14.346348,652
PALB2,10.652142,-0.32520244,983
PALD1,8.963783,6.465519,1659
PALLD,0.1453297,-4.3048096,787
PALM,4.2613287,-0.2506234,1929
PALM3,12.085789,0.64022344,2040
PALMD,-5.263018,2.7386146,2292
PALS1,-2.369406,4.496065,2100
PALS2,10.559644,-1.8103553,1252
PAM,-1.8641008,-7.819295,1484
PAM16,8.801545,7.073562,2205
PAMR1,-1.2714287,-0.1331192,119
PAN2,11.352846,4.992905,668
PAN3,15.319315,7.2750716,1759
PANK1,15.443649,0.7203515,1529
PANK3,7.94666,0.708044,214
PANX1,-0.42911097,6.3541956,1430
PANX2,-0.29375213,2.2404282,977
PAOX,2.1356654,6.285887,491
PAPLN,-1.0836418,5.7789083,336
PAPOLA,6.273065,4.8108907,1038
PAPPA,-2.8251455,-1.7604725,1513
PAPPA2,2.7540522,-7.8330793,151
PAPSS1,10.462192,-2.6211913,1408
PAPSS2,-7.0396986,0.5919919,160
PAQR3,14.432909,-3.8279448,1490
PAQR4,11.352027,-1.6260796,2281
PAQR5,-3.9775872,-1.541755,1203
PAQR6,4.9420443,7.5401754,48
PAQR7,-6.2402625,7.576578,963
PAQR8,9.91335,-0.604499,361
PARD3,-5.7310395,-4.0973983,1681
PARD3B,0.13779901,1.4355934,560
PARD6A,10.61295,6.6986203,2182
PARD6B,0.79431474,14.690643,57
PARD6G,9.345782,-3.0514054,2027
PARL,5.4690857,3.3870492,22
PARM1,3.1143553,8.167803,144
PARN,13.795368,-4.2056427,913
PARP1,9.949306,4.0072856,868
PARP10,-0.6415675,7.6091003,1688
PARP11,11.727045,1.6220139,1804
PARP12,-3.7677937,7.065122,138
PARP14,-3.7697623,7.067851,138
PARP15,3.5986981,3.3509922,73
PARP16,7.5644565,5.9796214,2293
PARP2,7.480007,-1.9281181,1208
PARP3,-1.9172729,-0.059301868,2294
PARP4,-3.754817,1.1633487,234
PARP6,11.7091875,-5.218455,291
PARP8,4.5716243,0.64568895,912
PARP9,-3.7793334,7.070722,138
PARPBP,11.709638,2.7410553,1147
PARS2,8.947439,-8.038754,1438
PARVB,8.0459385,-0.83256936,1711
PARVG,10.599323,8.094484,1762
PASD1,8.3831835,-3.8537514,1531
PASK,9.552937,9.083305,424
PATJ,-3.9680483,12.259253,508
PATL2,13.688964,11.55345,342
PATZ1,10.651484,10.10034,464
PAWR,1.7735932,9.596524,1475
PAX2,8.509365,-0.19559927,1781
PAX3,-0.4739226,1.6664783,2295
PAX5,16.008677,4.7252393,85
PAX6,-3.958401,7.3595667,979
PAX7,6.047575,1.8205175,2065
PAX8,0.64503723,6.5900407,1628
PAX9,-5.121818,9.533483,750
PAXBP1,16.003284,4.7181315,85
PAXIP1,7.2870545,4.3858466,338
PAXX,5.934869,-3.2546136,1253
PBDC1,8.786088,-7.7981014,1405
PBK,13.074676,-3.5511312,1099
PBLD,1.5937766,8.881597,821
PBRM1,12.218306,-2.6220949,1069
PBX1,1.2540776,2.3151486,1020
PBX2,15.564371,5.279723,2251
PBX3,7.679314,-7.2203445,558
PBX4,7.108715,6.4173985,14
PBXIP1,0.58871055,-8.216596,851
PC,4.3572116,-2.426201,570
PCBD1,2.4139416,10.75914,674
PCBD2,5.321414,9.018417,2143
PCBP1,8.677707,-3.5889575,894
PCBP3,4.604101,-2.92335,2084
PCBP4,5.1177015,-6.6990867,302
PCCA,10.525195,-1.1384224,2011
PCCB,11.466822,0.8353492,36
PCDH1,-6.664856,9.957874,784
PCDH10,2.5790162,-1.1469481,526
PCDH17,3.0904386,-3.8878672,2296
PCDH18,7.1287527,-0.20819886,431
PCDH19,4.4392223,-1.2828302,1712
PCDH20,8.581072,-4.82199,1745
PCDH7,-3.476217,-0.39376026,936
PCDH8,7.5912657,-0.07785082,730
PCDH9,9.615794,-2.8840823,469
PCED1A,1.344229,-0.43405926,4
PCED1B,-1.3164763,4.8673525,2260
PCF11,13.2348795,7.150188,465
PCGF1,10.6611805,-0.33508646,983
PCGF2,-0.17720087,-7.6178646,1632
PCGF3,16.747698,7.851754,290
PCGF5,-4.753471,1.8024673,1152
PCGF6,8.147554,4.6572247,1550
PCID2,12.79218,2.3337312,1411
PCIF1,13.571188,9.761246,2297
PCK1,3.2269802,9.1413555,1456
PCK2,16.191744,-0.75347716,17
PCLAF,11.6631975,2.7165294,2298
PCLO,5.8563147,-6.054554,1807
PCM1,12.598016,3.2532275,306
PCMT1,8.4781685,4.2637467,643
PCMTD1,8.730372,10.469297,1109
PCMTD2,2.189394,7.6398063,833
PCNA,12.097186,-1.9354882,1231
PCNP,-0.001037583,3.8476942,1407
PCNT,14.983326,4.624737,588
PCNX1,4.4578333,1.4275167,1530
PCNX2,-1.5755036,6.3821454,1025
PCNX3,-1.4035642,9.136654,1627
PCOLCE,4.355763,-3.265381,997
PCOLCE2,-3.268077,6.977652,1999
PCP4,13.800683,9.835517,1089
PCSK1,5.9813013,-2.7602596,2026
PCSK1N,4.020133,9.992876,790
PCSK2,-2.2200978,8.86876,289
PCSK4,7.0314326,4.111067,2146
PCSK5,-1.9202878,0.029932488,2299
PCSK7,10.609363,2.393129,529
PCSK9,-2.5909798,12.26423,1510
PCTP,2.8597615,3.0271802,1857
PCYOX1,-4.050218,-7.132101,605
PCYOX1L,2.0165172,2.9940736,2300
PCYT1A,1.9499365,3.606627,523
PCYT1B,1.4060637,-4.7633386,1836
PCYT2,3.842433,10.244833,89
PDAP1,-4.2527757,5.5105014,1699
PDCD10,3.7579284,8.021103,1545
PDCD11,15.331968,9.033637,1096
PDCD1LG2,-1.1480979,-0.42472175,1867
PDCD2,17.031597,5.8785944,1380
PDCD2L,9.169084,8.727139,212
PDCD4,5.7501745,9.198082,1376
PDCD5,7.912005,1.6711642,1105
PDCD6,-1.1719853,13.273924,146
PDCD6IP,10.656773,-2.5455494,2278
PDCD7,7.5646696,5.979958,2293
PDCL,11.557839,-0.9639054,669
PDCL2,3.501741,10.308853,136
PDCL3,2.9435043,2.1869674,556
PDE10A,-2.9978647,0.3404907,38
PDE12,9.914253,-0.59927785,361
PDE1A,0.024608884,0.5596827,902
PDE1B,12.840426,6.3714695,856
PDE1C,-3.1920266,-1.1557271,1593
PDE2A,-0.72932154,-1.4456806,1217
PDE3A,4.3691063,-3.250897,997
PDE3B,11.695827,2.2528045,173
PDE4A,15.689737,-1.4626764,834
PDE4B,5.2574954,8.001635,1924
PDE4D,1.7709777,6.6783366,673
PDE4DIP,0.24332894,-6.834213,153
PDE5A,4.518417,2.2003794,1128
PDE6B,14.1057415,-0.34294948,722
PDE6G,3.663287,0.5598041,281
PDE7A,16.006193,4.7220006,85
PDE7B,0.69977295,-5.96079,12
PDE8A,-4.246745,5.5149198,1699
PDE8B,13.289857,3.6647563,210
PDE9A,5.8161573,4.2472863,192
PDGFA,-7.755222,3.5439138,791
PDGFB,-4.1379232,4.52346,453
PDGFC,-5.076632,-4.723246,774
PDGFD,4.0629725,-1.5561261,2301
PDGFRA,6.4245267,2.388417,1400
PDGFRB,2.6554108,-1.2244358,305
PDGFRL,2.801452,-0.36314493,2302
PDHA1,12.206125,9.098053,1424
PDHA2,2.6583898,8.079321,1398
PDHB,12.109459,-2.3056781,2303
PDHX,2.2143075,8.418988,1131
PDIA2,4.8727384,7.4928303,598
PDIA3,-2.2455475,-4.088682,70
PDIA4,-3.3865964,-3.6133585,910
PDIA5,-4.7924204,5.0911536,378
PDIA6,-2.0415316,-2.5754235,71
PDIK1L,12.460823,5.8714647,1377
PDK1,15.689724,-1.4629505,834
PDK2,-2.0471385,0.8018297,1757
PDK3,8.213647,6.967562,506
PDK4,2.1861994,-3.3241515,1998
PDLIM1,-5.6456957,10.521178,250
PDLIM2,-3.1650066,3.7923446,1000
PDLIM3,-0.46184108,-7.86212,583
PDLIM4,-0.47799826,-7.369568,1118
PDLIM5,-5.835096,3.4692366,87
PDLIM7,-5.7274723,-4.954197,504
PDP1,-4.717526,-3.882175,277
PDP2,13.120744,0.75392765,1006
PDPK1,11.356175,-1.6264498,2281
PDPN,3.973935,-1.0027138,2000
PDPR,3.2694523,1.953405,93
PDS5A,10.933052,8.926444,452
PDS5B,9.938477,2.1155355,1226
PDSS1,8.205635,5.2632303,844
PDSS2,6.3032236,4.8162937,1038
PDX1,2.3624773,11.257837,1827
PDXDC1,7.4607863,8.324221,247
PDXK,-6.4185185,6.151763,1647
PDXP,15.691265,-1.463951,834
PDZD11,1.3988059,-6.4475455,820
PDZD2,1.2247854,8.7607355,1718
PDZD4,-0.1795021,-7.6176934,1632
PDZD7,-1.2842753,7.758332,1134
PDZD8,1.8985478,-5.528143,1559
PDZD9,13.762059,2.2333362,321
PDZK1,-0.018015474,0.054247268,2017
PDZK1IP1,-5.2556562,8.771323,8
PDZRN3,8.667488,-5.4114113,1436
PEA15,-2.65704,-5.459515,170
PEAK1,1.6857818,-6.183569,197
PEAK3,5.7274556,6.3170147,1928
PEAR1,-6.141135,8.791459,1141
PEBP1,7.0031404,1.6103922,90
PECR,4.813167,7.012306,107
PEDS1,-5.314969,7.600678,5
PEF1,3.9875178,5.5541,2162
PEG10,0.02150882,0.55714595,902
PEG3,6.754795,2.9231498,531
PELI1,4.6821938,3.2723975,2007
PELI2,4.9104295,5.15076,1839
PELI3,-0.37840268,-6.3995247,220
PELO,-1.3387588,-6.5695887,2048
PELP1,-3.993298,-0.042705163,2247
PEMT,3.7563946,-3.7826872,2304
PENK,-0.7005219,-0.54060674,1481
PEPD,0.8961711,-9.05225,514
PER1,8.7847185,10.422452,1109
PER2,11.915581,11.432903,2305
PER3,-2.9162748,-2.5506015,2306
PERP,-6.6643906,9.961068,784
PES1,4.742529,-3.5834253,270
PET100,10.088887,-1.4293457,949
PEX1,4.6849523,3.272381,2007
PEX10,1.6273049,8.859452,821
PEX11A,-2.1546829,7.658661,655
PEX11B,8.22624,-2.2923915,1154
PEX11G,1.0137262,9.695287,359
PEX12,8.806233,-0.7879332,518
PEX13,1.7764037,9.598426,1475
PEX14,3.0853815,-0.41939086,1706
PEX19,10.647064,-0.98492867,1267
PEX2,6.777033,1.2062128,775
PEX26,10.66013,2.4569974,700
PEX5,8.19056,13.229698,592
PEX5L,10.873312,4.6484537,887
PEX6,6.7311196,8.497839,54
PEX7,4.8046,5.526453,10
PFAS,11.472294,1.7292137,1578
PFDN1,-2.8692434,-3.8062465,2142
PFDN4,2.1903422,6.257252,491
PFDN5,2.7042046,3.9168882,1053
PFDN6,4.988576,5.604153,2307
PFKFB2,2.2104628,13.706413,1740
PFKFB3,-4.6039896,1.8854259,293
PFKFB4,8.529124,0.33924592,1717
PFKL,5.0683646,4.8871636,304
PFKM,3.6917615,4.6788173,282
PFKP,2.762341,-5.723492,1343
PFN1,2.7588465,-5.7269735,1343
PFN2,-2.6498775,-2.096576,886
PGAM2,4.8960395,5.173941,1839
PGAM5,9.169859,8.72733,212
PGAP1,11.558793,-0.9631046,669
PGAP2,9.584809,3.4850292,1369
PGAP3,-0.22267407,10.94835,2308
PGAP4,5.308929,5.889199,2099
PGAP6,-4.787778,5.0930185,378
PGBD1,2.1843798,7.3854413,2309
PGBD2,9.115683,1.157653,990
PGBD4,11.496123,7.1874514,19
PGC,2.7124562,12.0921,473
PGD,9.369903,-1.8685536,300
PGF,1.7539269,-1.3080808,404
PGGHG,4.5711217,-2.7169678,2030
PGGT1B,5.1648016,3.391208,2310
PGK1,5.1733027,-2.0319111,2059
PGLS,1.7529895,6.7110496,673
PGM1,-2.6636224,-0.4856633,11
PGM2,11.325906,-4.070628,981
PGM2L1,0.20615992,2.9617193,193
PGM3,-0.39716542,6.2302375,2311
PGM5,-1.5072854,2.56188,100
PGP,-1.947671,3.4541447,28
PGPEP1,11.100642,10.341353,62
PGRMC1,-3.9753523,-1.586437,1203
PGRMC2,0.9172473,-3.1665356,2312
PGS1,6.529726,0.28077576,1107
PHACTR2,-7.1835356,3.3219938,169
PHACTR3,0.14789908,9.820469,501
PHACTR4,3.0851676,-0.42002022,1706
PHAF1,3.2081842,6.1650434,211
PHAX,3.2436466,-9.333749,152
PHB1,8.031546,7.847414,1427
PHC1,8.5673895,14.697732,1771
PHC2,1.84046,-8.176997,337
PHC3,8.133254,-0.04536701,1608
PHETA1,0.65169406,6.6947107,130
PHETA2,1.0921996,4.0769396,271
PHEX,-2.3002727,-4.070888,70
PHF1,-4.437355,3.2933955,2119
PHF10,16.875874,-0.54000664,764
PHF11,4.5749154,0.6417039,912
PHF12,9.481801,1.8119056,213
PHF13,6.610895,-7.645917,1764
PHF14,14.81857,-1.1640716,2042
PHF19,6.887448,-4.630928,1643
PHF2,3.2008038,6.162556,211
PHF20,9.08024,1.1116453,1633
PHF20L1,8.086891,-3.439048,704
PHF21A,10.456279,-2.622917,1408
PHF21B,5.7608733,4.378909,192
PHF23,0.82227963,0.66504455,1846
PHF24,6.9243703,-4.6425643,1643
PHF6,14.154288,7.6229773,1625
PHF7,8.876581,-0.26127753,2252
PHF8,12.261798,2.141756,6
PHGDH,9.475997,-1.0837176,739
PHIP,5.8450065,0.7855227,2282
PHKA1,4.172161,-2.5791595,458
PHKA2,8.9328,13.2758,1884
PHKB,3.3803794,5.8653092,43
PHKG1,9.292301,7.110195,346
PHKG2,6.357117,11.778837,1798
PHLDA1,-1.9303732,1.5984621,2148
PHLDA2,-2.0185785,5.439414,2018
PHLDA3,-7.6329317,1.7223854,1417
PHLDB1,-1.2836359,-2.4530704,557
PHLDB2,-6.8882356,-3.4768503,2313
PHLDB3,2.7324078,5.0972714,474
PHLPP1,14.741124,0.06292181,1299
PHLPP2,-1.2966971,7.7543974,1134
PHOSPHO1,-0.34230587,5.186394,1315
PHOSPHO2,5.6242657,7.0699496,1714
PHOX2A,9.029642,6.838954,1344
PHOX2B,9.029704,6.835492,1344
PHPT1,8.264968,10.380994,740
PHTF1,1.4095693,3.3488593,419
PHTF2,7.6825156,-7.219099,558
PHYH,4.840302,-8.205657,2003
PHYHD1,4.164135,6.211337,672
PHYHIPL,-1.1486346,-2.7844205,1786
PHYKPL,12.499791,13.073548,475
PI15,1.4073231,-4.7274194,1836
PI16,-0.70181304,5.3440633,2314
PI3,-2.5983276,14.389304,1782
PI4K2A,0.14107342,-0.12779048,2022
PI4K2B,13.577585,9.705736,2106
PI4KA,11.795112,8.122427,1016
PI4KB,15.232564,-0.5452348,60
PIANP,7.7040315,-5.781358,459
PIAS1,13.175185,5.756332,727
PIAS2,15.691243,-1.4638906,834
PIAS3,4.854039,11.892217,2164
PIAS4,14.989052,4.1744666,18
PICALM,1.5993245,-4.399353,863
PICK1,-3.5327587,6.0402846,1367
PID1,-3.2626417,-8.298997,1356
PIDD1,11.361453,4.9905167,668
PIERCE1,-4.295067,6.0571256,1336
PIERCE2,8.162084,-2.3490837,1154
PIEZO1,4.0159473,-1.6942899,2315
PIF1,11.530312,0.14676645,1255
PIGA,1.9462206,8.717455,31
PIGB,5.018995,1.3772485,396
PIGC,5.9957957,9.995399,2104
PIGH,1.9528381,8.709916,31
PIGK,-0.79232365,-1.628377,2316
PIGL,8.655776,6.362211,1975
PIGM,13.586156,6.7474184,536
PIGN,9.324064,4.710353,1676
PIGO,-0.39932632,5.580252,2176
PIGP,8.202361,-2.3115544,1154
PIGQ,1.5608935,8.919399,821
PIGR,3.9839666,11.990997,2129
PIGS,-0.17540658,5.8141594,187
PIGT,-8.005381,-1.0972676,1482
PIGU,3.0482838,-2.2846053,1421
PIGV,-0.4640257,5.6866302,2317
PIGW,9.195271,10.291539,1551
PIGX,11.243749,-3.1210973,1415
PIGY,2.7609155,2.2326095,2318
PIGZ,10.699999,-6.9588113,1611
PIH1D1,-0.9920727,4.791092,1941
PIK3AP1,10.610399,3.725519,238
PIK3C2A,-3.9554925,1.0824603,411
PIK3C2B,11.9233675,11.425748,2305
PIK3C3,4.8951464,-2.491421,2319
PIK3CA,4.7402153,2.4746788,2320
PIK3CB,-2.9030728,6.2350655,2014
PIK3CD,9.103821,-3.8189743,168
PIK3CG,6.8443203,7.681621,581
PIK3IP1,4.517192,5.783834,420
PIK3R1,9.685348,9.81303,280
PIK3R2,-1.4925653,-2.1199918,480
PIK3R3,1.8751917,1.2106571,256
PIK3R4,-1.0947223,5.7965655,336
PIK3R5,11.873144,5.045622,922
PIKFYVE,15.689667,-1.4617877,834
PILRA,12.518856,5.33223,292
PILRB,11.770752,3.367635,1082
PIM1,7.660206,6.529163,1158
PIM2,5.83196,9.0656395,1816
PIM3,8.677984,4.70562,1927
PIMREG,-2.6223316,6.0123534,2077
PIN1,8.430701,5.0701065,1969
PIN4,3.4746358,-0.88686013,2321
PINK1,1.722172,-4.2888474,1885
PINLYP,2.0066996,10.518383,1624
PINX1,13.896622,1.3122258,1121
PIP,-1.81279,11.110407,2253
PIP4K2A,-1.4530343,11.688499,1948
PIP4K2B,0.43065175,-2.9067283,121
PIP4K2C,-1.6510632,10.080317,372
PIP4P2,2.1846232,5.6666493,2196
PIP5K1A,7.152506,-2.507383,918
PIP5K1B,10.5785475,3.7602963,238
PIP5K1C,4.4906006,-1.7038875,223
PIP5KL1,0.42138934,9.005077,1474
PIPOX,6.008988,10.021462,2104
PIR,2.235896,-0.19968069,343
PISD,6.807121,-0.57905805,1333
PITPNB,5.5595217,-0.60986245,408
PITPNC1,13.762713,2.231171,321
PITPNM1,3.9491494,-1.6831883,1307
PITPNM2,4.355933,-6.3521266,50
PITPNM3,-3.6743236,10.856043,609
PITRM1,4.8400693,-8.205616,2003
PITX1,-2.0547097,11.7885275,1041
PITX2,-4.8740983,3.9339654,1918
PIWIL1,7.768226,7.3565984,2322
PIWIL3,3.5123777,7.502739,409
PIWIL4,0.43192565,5.745461,1845
PJA1,1.3209453,-4.0324535,1777
PJA2,5.798821,-3.9854355,567
PJVK,13.292098,3.6645756,210
PKD2,1.2386024,-1.5544184,1554
PKDCC,-0.17697023,-7.618083,1632
PKHD1,3.7873302,14.082377,7
PKHD1L1,8.796788,10.37177,1109
PKIA,-0.26149437,-0.92601496,221
PKIB,-0.22322994,10.947898,2308
PKIG,3.6648662,0.56172484,281
PKLR,8.734602,8.075467,958
PKM,-2.659724,-0.48202986,11
PKMYT1,0.5348162,4.982557,166
PKN1,8.046476,-0.8325846,1711
PKN2,-1.040224,-0.8984338,2134
PKN3,15.881452,0.1283007,92
PKNOX1,5.712017,-4.755478,2280
PKNOX2,-0.47293448,1.6723505,2295
PKP1,5.13919,15.415702,1721
PKP2,0.54909986,14.666909,26
PKP3,0.006864274,12.057778,2323
PKP4,2.02875,7.7679353,278
PLA1A,-2.9987926,3.405811,1465
PLA2G12A,2.026688,7.7717013,278
PLA2G15,2.5269997,-5.3026867,1045
PLA2G2A,2.6800158,12.0452795,473
PLA2G3,13.374368,3.5563614,210
PLA2G4A,-1.6804922,5.826623,1505
PLA2G4B,1.7229753,15.263813,885
PLA2G4C,6.1882496,-7.2371597,585
PLA2G4D,0.3354646,14.746718,991
PLA2G4F,-1.394577,14.135952,373
PLA2G6,12.346592,6.1412888,1879
PLA2G7,0.6161176,8.616333,2168
PLA2R1,-3.3529093,2.8311207,367
PLAA,5.72529,2.508786,1573
PLAAT2,-2.6089916,14.39899,1782
PLAAT3,-3.2863247,7.3804507,497
PLAAT4,-3.929511,3.275441,551
PLAAT5,-2.484081,8.656348,370
PLAC1,1.8800257,12.501291,1888
PLAC8,-0.6892509,5.3392577,2314
PLAC8L1,6.9976416,13.8705015,677
PLAC9,-3.4141374,2.2152722,1742
PLAG1,-1.6131573,3.1672957,327
PLAGL1,3.4317517,1.7340566,32
PLAGL2,12.258859,2.141663,6
PLAT,-4.741866,-3.8893025,277
PLAU,-7.6064615,4.3642635,260
PLAUR,-5.123466,-2.9896705,1185
PLB1,-4.2321515,-4.4683447,27
PLBD1,-2.9998617,12.277582,496
PLBD2,-2.6790805,-5.4391427,170
PLCB1,-1.3490075,0.5962277,769
PLCB2,11.208146,8.271915,1178
PLCB3,2.706508,2.6576827,1735
PLCB4,0.13780484,1.4360875,560
PLCD1,2.7251549,1.4829986,877
PLCD4,-0.79697067,-5.357153,921
PLCE1,1.471828,0.03474521,2057
PLCG1,9.558575,-5.0269575,756
PLCG2,7.078229,14.855368,593
PLCH1,4.067232,15.100008,1061
PLCH2,-5.0998945,11.883347,112
PLCL1,8.1814,5.9374175,968
PLCL2,12.080021,-1.395462,51
PLCXD2,-5.272087,8.794697,8
PLCXD3,1.0326408,0.7475589,1351
PLD1,0.7955755,3.9681373,1848
PLD2,-4.108069,9.69867,1120
PLD3,0.38246608,-7.8453665,1452
PLD4,1.7440175,2.869458,1184
PLD5,5.111517,9.6140175,222
PLD6,-1.6139649,6.533471,2324
PLEC,-3.7551484,-0.052562818,314
PLEK,6.7304077,7.8195972,967
PLEK2,-5.6420317,10.520469,250
PLEKHA1,-0.17519364,9.475949,2325
PLEKHA3,0.12023588,1.4418068,560
PLEKHA4,1.6112567,-7.4124026,2326
PLEKHA5,5.524099,-4.5358877,1562
PLEKHA6,-3.5536003,12.767296,569
PLEKHA7,0.39733985,14.718782,441
PLEKHA8,0.3721835,6.789055,1916
PLEKHB1,11.210446,5.4803643,233
PLEKHB2,-4.7857585,5.093862,378
PLEKHF1,-4.652664,0.28599066,542
PLEKHF2,2.8985906,8.645958,186
PLEKHG1,1.6858053,6.5607004,1831
PLEKHG2,1.7118847,2.335866,675
PLEKHG3,-3.9701488,12.254184,508
PLEKHG4,1.3570402,-0.44553375,4
PLEKHG4B,-0.61804193,0.6935371,398
PLEKHG5,-6.181901,5.426256,1682
PLEKHG6,-3.565485,12.792513,569
PLEKHH1,-3.5054767,5.9969673,1367
PLEKHH2,-2.0556774,2.1628027,1931
PLEKHH3,7.3963304,10.005176,155
PLEKHJ1,10.993116,9.557014,445
PLEKHM1,3.076233,-0.5194907,86
PLEKHM2,-2.670141,6.9214544,264
PLEKHN1,-5.0692616,5.635162,45
PLEKHO1,9.480175,-4.9251213,2327
PLEKHO2,5.1049957,-7.1056356,2328
PLEKHS1,-2.7368891,3.862023,2329
PLG,-4.054635,8.336367,1448
PLGRKT,4.826335,-5.2908306,2025
PLIN2,1.6140751,7.103076,1164
PLIN3,-2.7225547,-0.53468484,2330
PLIN4,0.4257659,9.001359,1474
PLIN5,7.073677,12.812456,118
PLK1,11.632268,9.940857,579
PLK2,-6.4491377,-1.4291545,418
PLK3,-0.6073012,0.5535744,1934
PLK4,7.756916,8.054108,1254
PLLP,2.351394,11.268997,1827
PLOD1,-2.6697567,-5.4466257,170
PLOD2,-5.7257905,-4.9518447,504
PLOD3,-5.4475574,-3.9371612,1866
PLP1,3.9092624,2.0218413,1670
PLP2,-1.1504285,-3.3136876,1068
PLPBP,15.679632,8.363608,1660
PLPP1,-0.9254194,-2.9553342,1556
